idcliente,plan_internacional_preferente,plan_internet_ilimitado,mb_navegados,total_minutos_horario_normal,total_llamadas_horario_normal,cobro_llamadas_horario_normal,total_minutos_horario_reducido,total_llamadas_horario_reducido,cobro_llamadas_horario_reducido,total_minutos_horario_nocturno,total_llamadas_horario_nocturno,cobro_llamadas_horario_nocturno,total_minutos_llamadas_internacionales,total_llamadas_internacionales,cobro_llamadas_internacionales,llamadas_a_servicio_de_atencion_al_cliente,fuga
2746,No,Si,4000,105,78,9835,180.6,100,8458,174.1,115,4314,10.2,2,1515,2,Fugado
2747,No,No,0,204.5,108,19158,162.4,110,7604,155,102,3846,13.4,1,1995,3,Vigente
2748,No,No,0,274,92,25666,231.8,82,10855,283.6,83,7031,6.2,1,920,0,Fugado
2749,No,No,0,158.7,84,14866,181.7,91,8507,177.3,67,4397,7.7,10,1146,2,Vigente
2750,No,No,0,229.9,116,21533,202.4,110,9477,171.4,105,4248,14.2,6,2110,1,Vigente
2751,No,No,0,137.8,97,12910,187.7,118,8788,146.4,85,3631,8.7,6,1295,1,Vigente
2752,No,No,0,179.4,94,16806,270.4,92,12662,191,88,4733,7.9,4,1174,0,Vigente
2753,No,Si,3900,139.3,101,13048,178.3,117,8353,246.5,104,6111,8.1,1,1207,3,Vigente
2754,No,No,0,7.8,86,733,171.4,100,8028,186.5,80,4623,12.9,2,1917,2,Vigente
2755,No,Si,2300,183.1,88,17153,147.4,89,6904,350.2,108,8684,11.3,7,1681,1,Vigente
2756,No,No,0,206.9,79,19379,262.4,117,12287,149.3,69,3703,10.7,3,1592,0,Vigente
2757,No,No,0,140,106,13114,153.7,101,7196,50.1,87,1240,12.5,1,1862,2,Vigente
2758,No,No,0,179.2,59,16783,283.3,101,13268,285.4,83,7075,5.8,7,865,2,Vigente
2759,No,No,0,177.4,136,16618,240.3,104,11257,237.3,133,5885,12,3,1785,0,Vigente
2760,No,No,0,115.6,129,10827,167.8,104,7857,141.8,124,3515,12.6,9,1873,1,Vigente
2761,Si,No,0,237.3,103,22227,176.7,84,8276,263.4,81,6529,14.2,4,1761,0,Fugado
2762,No,No,0,181.5,116,17004,187,119,8761,220.3,96,5460,10.5,7,1565,1,Vigente
2763,No,No,0,51.5,90,4827,164,98,7681,169.4,80,4199,9.5,4,1416,3,Vigente
2764,No,Si,1900,155.7,104,14585,185.4,118,8684,192.7,116,4777,8.2,2,1218,3,Vigente
2765,No,Si,2300,245,88,22949,265,105,12414,239.7,108,5945,14.9,3,2215,2,Vigente
2766,No,No,0,131.7,99,12337,163.1,109,7637,201.1,116,4987,10.7,3,1592,1,Vigente
2767,Si,No,0,111.1,126,10408,313.4,95,14679,215.7,82,5350,10.5,6,1302,1,Vigente
2768,No,Si,900,88.5,100,8293,324.8,109,15213,79.9,86,1984,8.2,4,1218,3,Vigente
2769,No,Si,4400,116,85,10866,150.1,120,7031,246.8,98,6122,12,2,1785,1,Vigente
2770,No,No,0,155.5,81,14568,133.1,94,6232,253.1,77,6276,9.1,2,1355,1,Vigente
2771,No,Si,3000,106.5,65,9979,225.7,108,10568,188.6,61,4678,5.7,3,849,2,Vigente
2772,No,Si,3100,175.2,68,16409,199.2,73,9328,219.8,99,5449,13.2,6,1962,1,Vigente
2773,No,No,0,154.7,84,14491,177.8,125,8326,172.9,90,4287,5.9,2,876,4,Fugado
2774,No,Si,3400,247.2,105,23153,225.5,133,10563,186.3,76,4617,6.1,5,909,2,Fugado
2775,Si,Si,3200,218.4,93,20459,236.7,132,11086,192.2,137,4766,13.2,3,1637,0,Fugado
2776,No,Si,2400,227.5,81,21313,234.9,71,11003,166.4,128,4127,9,13,1339,1,Vigente
2777,No,Si,3000,185,117,17329,249.5,141,11687,157.8,103,3912,7.4,7,1102,0,Vigente
2778,No,No,0,186.8,89,17500,253.4,51,11869,273.1,105,6772,12.3,6,1829,2,Vigente
2779,No,No,0,158.8,119,14877,211.8,105,9918,198.1,101,4909,10.3,3,1532,1,Vigente
2780,No,No,0,208.7,150,19549,212.8,104,9968,178.1,98,4414,8.5,4,1267,0,Vigente
2781,No,No,0,185.9,95,17412,212,98,9929,282.3,81,6998,11.3,4,1681,3,Vigente
2782,No,No,0,222.5,74,20844,169.7,75,7945,264.3,94,6551,9,3,1339,2,Vigente
2783,No,No,0,201.1,101,18839,170.7,86,7995,237.4,113,5885,11.6,3,1725,3,Vigente
2784,No,Si,1700,167.9,114,15726,243.7,93,11411,211.9,114,5257,9.1,2,1355,1,Vigente
2785,No,No,0,239.1,88,22398,243.5,79,11406,230.9,92,5725,10.9,3,1620,3,Fugado
2786,No,No,0,175.7,109,16458,211.8,97,9918,137.9,109,3422,9.2,3,1366,5,Fugado
2787,No,Si,2900,111.2,90,10414,263.5,98,12342,224.7,128,5571,9,6,1339,6,Fugado
2788,No,No,0,87.7,74,8215,214.8,58,10061,201.3,147,4992,10.8,6,1609,1,Vigente
2789,No,No,0,244.1,99,22867,246.9,111,11565,200,133,4959,7.2,2,1069,0,Vigente
2790,No,Si,2700,165,89,15456,127.3,118,5962,284.4,95,7053,7.7,4,1146,2,Vigente
2791,No,Si,2700,127.4,110,11935,103.3,99,4838,164.2,73,4072,9.1,3,1355,0,Vigente
2792,No,No,0,194.8,106,18249,292.7,103,13709,224.6,82,5571,5.5,3,821,0,Vigente
2793,No,No,0,54.7,131,5124,256.1,105,11995,176.6,135,4380,11.1,4,1653,1,Vigente
2794,No,Si,2700,283.4,104,26547,224.1,152,10497,241.3,63,5984,14.4,7,2143,2,Vigente
2795,Si,No,0,258,112,24167,246.5,117,11543,173.2,100,4292,10.9,3,1352,0,Fugado
2796,No,No,0,90.5,142,8480,211.7,75,9912,194.9,76,4832,9.3,2,1383,1,Vigente
2797,No,No,0,235.6,132,22068,115.9,129,5427,185.4,136,4595,16.2,2,2408,0,Vigente
2798,No,No,0,142.5,82,13351,231.4,110,10838,131.2,67,3251,10,4,1488,2,Vigente
2799,No,No,0,54,68,5058,179.3,96,8397,247.2,101,6127,10.2,8,1515,1,Vigente
2800,No,No,0,214.8,87,20123,131,114,6138,216.9,104,5378,9.4,3,1400,3,Vigente
2801,Si,No,0,251.4,118,23550,196.6,80,9207,192,53,4761,11,2,1364,0,Fugado
2802,No,No,0,139,99,13020,250.7,108,11742,286.2,87,7097,6.1,3,909,4,Vigente
2803,No,No,0,117.3,114,10987,208.7,105,9775,203.4,98,5042,14.4,2,2143,2,Vigente
2804,No,No,0,264,108,24729,132.2,75,6193,177.7,91,4408,10.6,8,1576,3,Vigente
2805,No,No,0,82.6,105,7736,204,99,9554,224.2,122,5560,9.1,4,1355,1,Vigente
2806,Si,Si,2800,175.8,126,16469,253.6,76,11880,128.5,72,3185,11.4,5,1414,1,Vigente
2807,No,No,0,220.4,100,20646,211.2,79,9890,259.3,112,6430,13.6,8,2022,2,Vigente
2808,No,No,0,217,104,20326,152.3,83,7135,134.3,109,3328,11.8,4,1758,2,Vigente
2809,No,Si,2500,129,77,12083,290,110,13582,177.1,110,4391,11.6,5,1725,1,Vigente
2810,No,No,0,150.5,106,14100,152.9,112,7163,215.9,86,5356,3.5,3,523,1,Vigente
2811,No,Si,4200,193.3,66,18106,263.3,85,12331,214.4,97,5317,11.1,4,1653,0,Vigente
2812,No,No,0,189.5,122,17753,103.8,95,4860,180.6,106,4480,10.8,5,1609,2,Vigente
2813,No,Si,3300,137.8,95,12910,235.5,128,11031,268.1,70,6645,11,6,1636,2,Vigente
2814,No,No,0,129.3,80,12111,142.7,101,6684,258.3,89,6403,12.3,4,1829,3,Vigente
2815,No,No,0,115.6,77,10827,213.6,100,10006,218.4,72,5416,10.7,6,1592,1,Vigente
2816,No,Si,2300,221.9,114,20784,254.7,84,11929,250.5,117,6210,7.2,5,1069,2,Vigente
2817,No,No,0,263.7,113,24701,186.5,103,8733,195.3,99,4843,18.3,6,2722,1,Fugado
2818,No,No,0,61.3,91,5741,194.4,94,9103,143.1,80,3548,11.4,9,1697,1,Vigente
2819,Si,No,0,183.8,113,17219,164.7,110,7714,111,87,2755,10.1,4,1252,1,Vigente
2820,No,No,0,167.4,68,15681,143.8,74,6733,140.1,111,3471,10.3,3,1532,0,Fugado
2821,No,Si,2700,154.1,122,14436,195.3,150,9147,276.7,86,6860,13.2,2,1962,4,Vigente
2822,No,No,0,252,101,23605,170.2,105,7973,209.2,64,5185,5.7,5,849,0,Vigente
2823,Si,No,0,163.1,94,15279,291.7,108,13659,96.4,111,2391,11.2,3,1389,0,Vigente
2824,No,No,0,198.3,80,18574,187,89,8761,133.5,96,3312,16.6,4,2468,2,Vigente
2825,No,No,0,324.7,48,30415,236.4,82,11070,187.6,78,4650,13.1,5,1951,0,Fugado
2826,No,No,0,128.3,78,12017,215.3,120,10083,143.7,140,3565,14.3,9,2127,2,Vigente
2827,No,No,0,187.9,110,17599,200.5,101,9389,202.6,125,5025,10.2,11,1515,2,Vigente
2828,No,No,0,129.2,71,12100,214.1,68,10028,214.9,100,5328,10.3,4,1532,5,Fugado
2829,Si,No,0,125.5,106,11758,128.9,96,6039,251.9,129,6248,6.3,6,781,4,Fugado
2830,No,Si,2600,257.2,108,24090,224.3,122,10508,204,118,5058,12.6,4,1873,1,Vigente
2831,No,No,0,124.6,90,11670,146.4,70,6854,169.4,95,4199,10.5,6,1565,1,Vigente
2832,No,No,0,175.1,144,16403,216.9,69,10160,243.7,146,6044,9.9,3,1471,1,Vigente
2833,No,No,0,124.3,91,11643,173.4,105,8122,256.3,109,6353,7.5,5,1119,3,Vigente
2834,No,No,0,271.6,130,25440,156,131,7306,136.3,108,3378,11.6,9,1725,2,Vigente
2835,No,No,0,219.9,80,20596,143.3,117,6711,130.6,69,3240,11.7,7,1741,1,Vigente
2836,No,Si,3300,183.3,115,17169,201.4,87,9433,177.4,84,4397,10.4,15,1548,3,Vigente
2837,No,No,0,101.1,119,9472,214.4,67,10039,179.5,112,4452,10.3,5,1532,2,Vigente
2838,No,No,0,203.3,70,19043,228.9,97,10722,222.2,118,5510,14.3,3,2127,1,Vigente
2839,No,Si,3500,175.4,88,16431,190,65,8899,138.7,94,3438,10.5,3,1565,2,Vigente
2840,No,No,0,266,97,24916,214.6,94,10050,306.2,100,7593,14.2,2,2110,2,Fugado
2841,No,Si,4100,171.6,110,16073,136.1,78,6375,183.4,103,4546,10.8,7,1609,0,Vigente
2842,No,No,0,78.7,98,7372,225.6,102,10568,150.4,106,3730,14,8,2083,0,Vigente
2843,No,Si,2000,211.9,110,19847,215.1,120,10072,238.5,107,5912,9.4,2,1400,0,Vigente
2844,No,No,0,63.7,101,5967,195.8,95,9169,210.1,87,5207,10,6,1488,1,Vigente
2845,No,No,0,173.4,100,16243,213.7,74,10006,141.5,69,3510,11.5,4,1714,1,Vigente
2846,Si,No,0,237.7,98,22266,207.1,121,9698,182.2,95,4518,4.5,4,558,0,Vigente
2847,No,No,0,225.9,123,21158,162.8,106,7626,272.1,85,6744,10.1,4,1504,1,Vigente
2848,Si,Si,3200,173,101,16205,209.4,93,9808,231.1,91,5730,12.2,4,1513,0,Vigente
2849,No,No,0,224.9,102,21065,143.8,87,6733,198.9,105,4931,8,2,1190,0,Vigente
2850,No,No,0,237.7,122,22266,181.5,91,8502,185.7,151,4606,7.7,4,1146,1,Vigente
2851,No,No,0,137,128,12833,217,116,10166,182.1,86,4513,10,5,1488,2,Vigente
2852,No,No,0,142.5,109,13351,176.1,107,8248,189.6,88,4700,8.2,3,1218,2,Vigente
2853,No,No,0,142.4,126,13340,126.2,118,5912,274.2,71,6799,4.6,4,683,1,Vigente
2854,No,Si,2100,147,112,13769,197.3,43,9240,267.4,93,6629,8.7,3,1295,2,Vigente
2855,No,No,0,220.3,124,20635,188.6,101,8833,278.4,98,6904,10.6,4,1576,1,Vigente
2856,No,No,0,149.2,96,13973,260.7,116,12210,201,120,4987,8.1,2,1207,1,Vigente
2857,No,No,0,204.4,88,19147,137.5,111,6441,226,100,5604,10,4,1488,0,Vigente
2858,No,No,0,216.8,77,20310,207.3,117,9709,228.6,117,5670,5.6,2,832,1,Vigente
2859,No,Si,2800,308,123,28850,247.8,128,11604,152.9,103,3791,7.4,3,1102,1,Vigente
2860,No,No,0,58,125,5433,67.5,116,3163,185.9,136,4612,11.5,3,1714,0,Vigente
2861,No,No,0,173.2,80,16221,236.2,94,11064,240.2,84,5956,11.8,6,1758,2,Vigente
2862,No,Si,1900,210.3,90,19698,241.8,87,11323,215.7,102,5350,13.1,3,1951,4,Vigente
2863,No,Si,2400,58.9,125,5516,305.5,90,14309,158.9,73,3940,12.1,6,1802,0,Vigente
2864,No,No,0,236.8,102,22183,167.1,87,7824,280.2,115,6948,9.7,3,1444,3,Vigente
2865,No,No,0,228.9,102,21439,160.7,136,7527,203.1,109,5036,12.5,2,1862,0,Vigente
2866,No,Si,3200,90,87,8430,276.3,113,12943,185.2,107,4590,8.6,6,1278,2,Fugado
2867,No,No,0,146.7,128,13742,106.2,74,4976,197.7,104,4904,11.1,4,1653,2,Vigente
2868,No,No,0,237.3,83,22227,154,65,7213,237,105,5879,11.2,6,1664,1,Vigente
2869,Si,No,0,162.8,118,15252,229.6,91,10756,332.7,94,8248,13.6,3,1686,0,Fugado
2870,No,Si,2000,186.9,114,17505,256.3,91,12006,334.7,104,8298,8.9,2,1322,1,Vigente
2871,No,No,0,86.1,100,8067,259.8,113,12166,148,79,3670,9.1,9,1355,2,Vigente
2872,No,No,0,212.3,89,19886,215.4,127,10089,186.8,73,4634,11.3,2,1681,2,Vigente
2873,No,No,0,151,98,14144,120.6,119,5648,152.8,81,3791,9.2,2,1366,2,Vigente
2874,No,No,0,158.6,67,14855,130.4,96,6105,229.8,80,5697,6.9,5,1025,2,Vigente
2875,No,No,0,296,93,27726,226.4,117,10601,246.8,98,6122,12.3,10,1829,0,Fugado
2876,No,Si,3200,212.3,77,19886,251.5,78,11780,208.7,85,5174,6.6,2,981,3,Vigente
2877,No,No,0,234.4,61,21957,179.3,111,8397,285.5,117,7080,10.4,6,1548,3,Vigente
2878,No,No,0,176.8,92,16563,187.5,97,8783,196.8,88,4882,6.5,3,970,2,Vigente
2879,No,Si,1900,157.3,123,14734,257.7,94,12067,190.4,107,4722,9.6,6,1427,0,Vigente
2880,No,Si,2600,146.6,68,13731,172.8,67,8094,173.8,113,4309,10,2,1488,1,Vigente
2881,No,No,0,260.5,108,24404,102.4,110,4794,129.7,148,3218,9.8,5,1460,1,Vigente
2882,No,Si,2000,146.1,98,13687,277.4,104,12993,137.7,100,3416,6.2,3,920,1,Vigente
2883,Si,No,0,124.5,134,11665,141.2,78,6612,268.2,113,6651,11.4,2,1414,2,Fugado
2884,No,No,0,209.4,49,19616,237.4,117,11119,239.2,98,5929,9.8,11,1460,1,Vigente
2885,No,No,0,285.7,44,26762,167.5,144,7846,260,97,6447,8.7,4,1295,1,Fugado
2886,No,No,0,190.9,44,17880,161.4,109,7560,231.9,100,5752,8.4,2,1251,1,Vigente
2887,No,No,0,144.4,88,13527,264.6,105,12392,185.4,94,4595,9.9,3,1471,1,Vigente
2888,No,Si,5000,208.8,130,19561,132.9,104,6226,136.7,107,3389,11.1,4,1653,2,Vigente
2889,No,Si,3600,77.6,141,7268,207,60,9698,255.7,115,6342,10.9,2,1620,1,Vigente
2890,No,No,0,271.1,101,25396,237.4,133,11119,145.4,103,3604,8.4,6,1251,1,Fugado
2891,No,No,0,240.8,104,22558,144.5,92,6766,125.7,98,3119,11.6,1,1725,0,Vigente
2892,No,No,0,114.8,98,10756,192.6,101,9020,259,108,6425,12.2,5,1813,0,Vigente
2893,No,Si,3400,138.8,80,13004,142,108,6651,183.8,77,4557,11.8,7,1758,1,Vigente
2894,No,Si,2700,209.8,112,19654,155,80,7262,251.5,111,6237,7.2,6,1069,0,Vigente
2895,No,No,0,134.9,98,12634,248.4,130,11632,236.2,113,5857,14.7,2,2187,3,Vigente
2896,Si,No,0,164,99,15362,153.1,102,7169,123.8,104,3069,6.4,4,794,0,Vigente
2897,No,No,0,245.5,130,22999,192.7,54,9025,141.7,83,3515,9.1,4,1355,1,Vigente
2898,No,Si,3200,80.3,94,7521,199.9,124,9361,170.8,117,4237,16.6,3,2468,0,Vigente
2899,No,No,0,90.7,90,8496,207.5,109,9720,169.4,96,4199,5.6,5,832,2,Vigente
2900,No,Si,3600,190.3,115,17825,256.6,78,12017,214.9,145,5328,3.8,4,568,1,Vigente
2901,No,No,0,108.6,108,10171,209.9,126,9830,222.6,117,5521,7.9,5,1174,1,Fugado
2902,No,Si,1700,89.8,88,8414,233.2,75,10921,165.7,116,4110,9.3,7,1383,4,Fugado
2903,No,Si,1500,252.4,106,23643,187.8,69,8794,259.6,137,6436,10,3,1488,2,Vigente
2904,No,Si,3200,183.4,94,17180,269.1,120,12601,203.5,38,5047,6.7,4,997,5,Vigente
2905,Si,No,0,183.4,103,17180,141.9,113,6645,200.4,122,4970,10.4,9,1290,2,Vigente
2906,No,No,0,155.2,100,14535,135.9,84,6364,184.6,82,4579,3.8,9,568,3,Vigente
2907,No,Si,1900,165.8,122,15533,186.9,89,8755,249.7,78,6193,0,0,0,1,Vigente
2908,No,No,0,209.4,67,19616,273.8,89,12822,150.2,88,3725,12.8,1,1906,0,Vigente
2909,No,No,0,279.3,104,26161,201.6,87,9444,280.8,99,6965,7.9,2,1174,2,Fugado
2910,No,No,0,174.1,102,16310,99.1,118,4639,211.6,126,5246,7.7,2,1146,2,Vigente
2911,No,No,0,175.7,78,16458,184.6,96,8645,156.9,92,3890,9.1,2,1355,2,Vigente
2912,Si,No,0,256.5,87,24029,222.1,101,10403,156.7,122,3885,13,3,1612,1,Vigente
2913,No,No,0,170.2,89,15940,187.5,83,8783,119.5,100,2964,4.3,3,639,0,Vigente
2914,No,No,0,139.6,92,13075,250.2,115,11720,158.1,79,3918,10.8,4,1609,1,Vigente
2915,No,Si,3400,208.8,119,19561,142.1,106,6656,214.6,87,5323,12.5,4,1862,4,Vigente
2916,No,No,0,210.1,126,19682,248.9,108,11659,158.6,88,3934,14.4,2,2143,4,Vigente
2917,No,No,0,113.6,87,10640,158.6,98,7427,187.7,87,4656,10.5,6,1565,2,Vigente
2918,No,No,0,202.6,89,18976,163,96,7637,268.1,151,6645,8.3,3,1234,0,Vigente
2919,No,No,0,174.4,112,16337,265.8,122,12447,182.4,87,4524,0,0,0,4,Vigente
2920,No,No,0,210.6,117,19726,164.2,103,7692,201.4,68,4992,9.4,5,1400,0,Vigente
2921,No,No,0,121.5,88,11384,253,124,11852,195.7,120,4854,10.7,4,1592,1,Vigente
2922,No,No,0,127.8,67,11973,181.6,112,8507,197.3,63,4893,15.9,2,2364,2,Vigente
2923,No,No,0,135.2,98,12662,242,107,11334,246.9,96,6122,10.2,2,1515,2,Vigente
2924,No,No,0,99.4,62,9312,275,86,12882,212.1,94,5257,16.7,3,2485,2,Vigente
2925,No,No,0,276.9,105,25936,246.9,94,11565,254.4,107,6309,10.3,3,1532,1,Fugado
2926,No,No,0,163.4,134,15307,240.1,87,11246,164,147,4066,11.6,2,1725,2,Fugado
2927,No,No,0,287.4,116,26922,235.3,126,11020,292.1,114,7240,5,3,744,4,Fugado
2928,No,Si,2300,120.5,104,11290,227.8,115,10667,158.5,100,3929,10.2,3,1515,1,Vigente
2929,No,No,0,184.1,106,17246,204.9,70,9598,224.3,133,5560,9.8,3,1460,2,Vigente
2930,No,No,0,185,84,17329,232.5,129,10888,191.1,82,4739,14.9,4,2215,3,Vigente
2931,No,No,0,160.9,109,15070,144.2,152,6755,120.4,97,2986,12.9,12,1917,1,Vigente
2932,No,No,0,207.6,68,19445,251.6,123,11786,191.6,100,4750,10.9,6,1620,2,Vigente
2933,No,No,0,209.2,134,19594,0,0,0,175.4,94,4347,11.8,6,1758,1,Vigente
2934,Si,No,0,158.4,71,14838,306.6,66,14359,144.2,93,3576,2.1,4,260,1,Vigente
2935,No,No,0,149,73,13957,131,81,6138,238.6,69,5918,8.6,3,1278,2,Fugado
2936,No,No,0,204.5,63,19158,208.8,95,9780,224,119,5554,9.8,2,1460,0,Vigente
2937,No,No,0,288.8,86,27054,175.9,87,8237,215.4,106,5339,9.5,2,1416,0,Fugado
2938,No,Si,4000,108.6,90,10171,206.4,154,9665,126.3,118,3130,13.4,4,1995,0,Vigente
2939,No,No,0,97.5,129,9136,260.4,78,12194,88.7,100,2198,7,5,1041,1,Vigente
2940,No,No,0,166.5,102,15599,261,103,12227,262.7,85,6513,13.3,5,1978,0,Vigente
2941,No,No,0,156.2,104,14629,90,101,4215,205.1,116,5086,7.3,5,1085,1,Vigente
2942,No,Si,3100,225.2,89,21092,256.8,117,12028,249.7,87,6193,11.5,1,1714,4,Vigente
2943,Si,No,0,287.4,118,26922,259.6,84,12161,153.2,86,3796,10,3,1240,1,Fugado
2944,No,Si,1900,175.3,96,16420,241.3,146,11301,211.4,109,5240,7.8,2,1163,0,Vigente
2945,No,No,0,102.1,75,9565,219.5,97,10282,73.7,92,1829,9.8,5,1460,0,Vigente
2946,No,No,0,157.9,103,14789,259.6,90,12161,230,117,5703,14,2,2083,0,Vigente
2947,No,Si,1900,146.5,73,13725,246.4,65,11538,199,114,4937,4.1,4,612,1,Vigente
2948,No,No,0,245.8,116,23026,286.7,91,13428,240.7,115,5967,9,13,1339,1,Fugado
2949,Si,No,0,177.7,114,16646,215.6,110,10100,236.7,67,5868,10.5,5,1302,1,Vigente
2950,Si,No,0,250.8,146,23495,152.5,105,7141,148.1,104,3670,10,5,1240,2,Vigente
2951,No,No,0,117.8,100,11037,199.2,105,9328,244.1,119,6050,11.8,4,1758,0,Fugado
2952,No,No,0,119.7,113,11213,189.7,84,8882,256.2,108,6353,12.9,7,1917,2,Vigente
2953,No,No,0,242.2,87,22685,226.1,101,10590,268.6,121,6662,8.2,3,1218,5,Fugado
2954,No,No,0,163.4,83,15307,249.3,119,11676,249.7,90,6193,9.8,4,1460,7,Vigente
2955,No,No,0,161,113,15081,208,134,9742,208.1,81,5157,8.4,4,1251,3,Vigente
2956,No,No,0,128.7,111,12056,169.5,104,7940,193.6,97,4799,10.3,5,1532,1,Vigente
2957,No,No,0,81.6,94,7642,268.1,112,12557,140.8,75,3493,8.6,18,1278,1,Vigente
2958,No,Si,2000,207.7,91,19456,199.7,113,9350,216.5,110,5367,7.3,1,1085,1,Vigente
2959,No,No,0,128.6,115,12045,216.2,88,10127,255.3,96,6331,6.3,2,937,6,Fugado
2960,No,No,0,233.3,65,21853,209.8,93,9824,210.6,109,5223,9.1,4,1355,1,Vigente
2961,No,No,0,182.1,106,17059,134.9,106,6320,152.3,75,3774,10,3,1488,5,Fugado
2962,No,Si,3600,168,81,15737,163.2,125,7642,172.7,120,4281,8,2,1190,6,Fugado
2963,No,No,0,251.6,88,23566,175.1,103,8199,184.4,112,4573,5.4,5,804,1,Vigente
2964,No,Si,3000,183.8,102,17219,183.4,123,8590,235,52,5830,11.6,7,1725,0,Vigente
2965,No,No,0,256.4,44,24018,214.5,105,10045,233.7,75,5797,7.9,1,1174,3,Fugado
2966,No,No,0,180.2,134,16877,97.7,85,4573,181.7,134,4507,8.4,3,1251,1,Vigente
2967,No,No,0,227.8,81,21340,161.8,97,7576,217,106,5378,8,5,1190,1,Vigente
2968,No,Si,2000,147.8,132,13847,276.8,94,12965,149.9,110,3719,10.2,6,1515,0,Vigente
2969,No,No,0,234.9,136,22001,270.8,134,12684,219.3,101,5438,13.9,2,2066,1,Fugado
2970,No,No,0,110.9,54,10386,213.4,82,9995,186.2,116,4617,7.9,2,1174,2,Vigente
2971,No,Si,2200,124.5,94,11665,231.7,90,10849,222.2,108,5510,6.4,12,953,1,Vigente
2972,Si,No,0,233.5,81,21875,187.7,71,8788,122.3,97,3031,9.6,2,1190,0,Fugado
2973,No,Si,3500,197.3,134,18481,141.1,99,6606,212.1,90,5257,10.1,4,1504,2,Fugado
2974,No,No,0,58.2,96,5449,202.1,126,9466,210.5,97,5218,10.4,5,1548,0,Vigente
2975,No,No,0,212.7,72,19924,225.2,90,10546,195.1,99,4838,7,6,1041,1,Vigente
2976,No,No,0,151.5,89,14194,131.7,78,6166,235.3,131,5835,11.8,4,1758,0,Vigente
2977,Si,No,0,146.3,117,13703,218.7,93,10243,236,97,5852,11.5,5,1426,1,Vigente
2978,No,No,0,195.1,100,18277,148.8,95,6970,224.5,117,5565,6.7,2,997,0,Vigente
2979,No,No,0,208.9,71,19566,214.8,92,10061,247.9,108,6149,13,5,1934,1,Vigente
2980,No,No,0,135.7,107,12712,208.4,103,9758,209,95,5179,8.8,3,1311,7,Fugado
2981,No,No,0,225.9,86,21158,275.6,105,12910,201.4,108,4992,14.3,3,2127,3,Fugado
2982,No,No,0,122.2,67,11444,167.2,62,7830,194.8,98,4832,9.7,6,1444,1,Vigente
2983,No,No,0,153.3,106,14359,224.5,117,10513,273.4,152,6777,8.9,5,1322,2,Vigente
2984,No,No,0,214,117,20045,192.4,89,9009,242.6,99,6017,7.9,4,1174,1,Vigente
2985,No,No,0,194.8,112,18249,167.2,85,7830,100.3,61,2485,10.8,6,1609,1,Vigente
2986,No,No,0,206.7,87,19362,281.1,83,13163,158.5,77,3929,11,5,1636,3,Vigente
2987,No,Si,1200,188,105,17610,151.3,107,7086,201.9,132,5009,10.5,3,1565,2,Vigente
2988,Si,No,0,122.3,83,11455,118.8,94,5565,147.9,95,3670,13.7,3,1699,3,Fugado
2989,No,No,0,259.3,96,24288,175.2,97,8204,222.4,36,5516,12,5,1785,3,Vigente
2990,Si,No,0,115.1,114,10783,211.3,70,9896,136.1,85,3372,13.8,3,1711,2,Fugado
2991,No,Si,2800,172.9,109,16194,137.6,94,6447,203.8,109,5053,8.3,6,1234,1,Vigente
2992,Si,No,0,156.4,116,14651,130.4,114,6105,207.3,109,5141,7.3,5,905,1,Vigente
2993,No,Si,2400,128.1,104,12001,143.4,127,6717,191,98,4733,11.6,3,1725,1,Vigente
2994,No,No,0,196.6,73,18414,170.2,79,7973,194.3,79,4816,12.5,3,1862,1,Vigente
2995,No,No,0,227.9,130,21346,302.6,71,14172,191.5,82,4750,5.5,7,821,1,Fugado
2996,No,Si,3100,194.9,63,18255,191.6,90,8976,153,129,3796,13.2,2,1962,2,Vigente
2997,No,Si,3400,44.9,63,4204,134.2,82,6287,168.4,118,4177,13.3,3,1978,1,Vigente
2998,No,Si,3000,262.8,114,24619,215.8,130,10105,154.8,88,3840,7.8,2,1163,0,Vigente
2999,No,No,0,211.2,70,19781,252.7,122,11835,225.8,104,5598,12.3,3,1829,0,Vigente
3000,No,No,0,204,69,19109,225.1,110,10541,240.3,85,5956,9.6,5,1427,1,Vigente
3001,No,No,0,223.2,109,20905,127.5,86,5973,289.3,83,7174,14.5,4,2160,3,Vigente
3002,No,No,0,119,82,11147,187.5,108,8783,189.3,97,4695,11.5,3,1714,1,Vigente
3003,No,No,0,266.1,91,24927,225.2,79,10546,224.7,58,5571,8.9,8,1322,3,Fugado
3004,No,No,0,134.4,104,12590,152.4,95,7135,236.5,80,5863,9.4,3,1400,1,Vigente
3005,No,No,0,171.1,78,16029,257.2,83,12045,91.6,92,2270,16.2,3,2408,1,Vigente
3006,No,No,0,170.5,103,15973,254.3,77,11913,197.3,138,4893,10.5,2,1565,2,Vigente
3007,No,No,0,178.5,124,16723,146.9,141,6882,217.1,102,5383,9.9,7,1471,1,Vigente
3008,No,No,0,205.2,145,19219,154.8,95,7251,191.4,77,4744,14.1,5,2099,3,Vigente
3009,No,Si,3100,232.8,97,21809,183.5,111,8596,206.8,111,5130,13,2,1934,0,Vigente
3010,No,Si,3900,239.9,107,22470,253.8,77,11885,128.7,85,3190,6.7,3,997,5,Vigente
3011,No,No,0,55.6,97,5207,288.7,83,13522,111.2,110,2755,12.1,3,1802,2,Vigente
